@relation Audio-weka.filters.unsupervised.instance.NonSparseToSparse
@attribute 'Volume' real
@attribute 'Number of Extreme Frequencies' real
@attribute 'Spectrul Flux' real
@attribute 'Type' {commercial, noncommercial}

@data
2.4966062571466243E8,2683.0,409750.6933151238,noncommercial
2755267.5731117805,1092.0,47341.22286824059,noncommercial
4178706.732753644,1143.0,63851.172262065316,noncommercial
1.4802043861993302E7,1823.0,115554.23860808724,noncommercial
7757904.68521767,1928.0,76697.87201513603,noncommercial
2.062347267178126E8,2566.0,396259.27697696286,noncommercial
2.0756150172301832E8,2637.0,399811.0130510533,noncommercial
1.80112942997731E7,1849.0,129295.35297156668,noncommercial
1.177702749572983E8,2387.0,248873.62955624092,noncommercial
2.6052369584650272E8,2873.0,443663.4509506978,noncommercial
1.4998871583960675E7,1856.0,131077.50218883727,noncommercial
9.468389975807141E7,2551.0,208728.7273815827,noncommercial
798525.9885522893,1452.0,26304.049447207257,noncommercial
8.886808242409635E7,1742.0,215320.96124086037,noncommercial
2.491368167003729E7,2130.0,184446.48362795718,noncommercial
4.849655627258323E7,2222.0,190012.63544540518,noncommercial
9.218080375910503E7,2145.0,204173.9741637535,noncommercial
0.0,0.0,0.0,noncommercial
0.0,0.0,0.0,noncommercial
2.3190361012186054E7,1898.0,160824.561930366,noncommercial
1.6676670253594095E7,1923.0,107532.80815243955,noncommercial
8971740.801196968,1754.0,104579.32952868733,noncommercial
1.686735115241095E8,2357.0,359712.7415514642,noncommercial
1.4016190888568502E7,1943.0,105667.58706001625,noncommercial
5.607347747290903E8,2729.0,596994.428480709,noncommercial
7.333306997498757E7,2556.0,211473.77883559727,noncommercial
2515198.1750385035,2430.0,38947.04666871457,noncommercial
5.274700793134684E8,3022.0,620363.2230349017,noncommercial
7.620056842171997E7,2277.0,225742.00546089155,noncommercial
0.0,0.0,0.0,noncommercial
2.47194094549614E7,1914.0,130166.88637039608,noncommercial
1.5157206468396154E8,2548.0,316180.88524830615,noncommercial
7.825033349942032E7,2227.0,237952.2082485815,noncommercial
2.3332578881376553E7,2033.0,136050.84249005115,noncommercial
5.2265391186336654E8,2795.0,644466.6475574742,noncommercial
8.694814342057495E7,2393.0,264319.68268301437,noncommercial
1.656330841302874E7,2100.0,83444.12292351517,noncommercial
5.551725033898339E8,2972.0,657831.8679694196,noncommercial
4.671094487112005E7,2805.0,180932.0075316816,noncommercial
9875054.064431226,1599.0,108173.20895305883,noncommercial
3.200292372468654E7,1994.0,194123.3775250395,noncommercial
5.363129997149737E8,3081.0,647513.3007581373,noncommercial
4.274894866930211E7,1964.0,193300.01540642386,noncommercial
3.446296641442634E7,1972.0,165733.07079462006,noncommercial
5.544650876357139E8,2928.0,672317.4516703113,noncommercial
7.3083814102462E7,2155.0,186076.5836550103,noncommercial
2.0102702908249445E7,1927.0,164932.9136386617,noncommercial
5.39371127284119E8,3106.0,656237.1316896852,noncommercial
4.5387718690701306E7,1554.0,181396.03561409685,noncommercial
2.155543793437404E7,1951.0,130816.54689626231,noncommercial
5.215458945533618E8,2800.0,628556.323055979,noncommercial
1.989222613326952E7,1626.0,156833.64283722755,noncommercial
1.0321371287821378E8,2443.0,230108.36193980093,noncommercial
2720163.5762524726,2159.0,45179.461310542,noncommercial
5.393897463927553E8,2867.0,637655.2567399824,noncommercial
3.5055598078871086E7,1671.0,192431.57049291473,noncommercial
3.8720651359067425E7,2137.0,158928.62386529637,noncommercial
5.936828501720241E8,2932.0,671646.969157952,noncommercial
1.0357226750545903E8,1682.0,232948.00069540576,noncommercial
1.0383657032394793E7,1919.0,93146.82832322975,noncommercial
4.490750826819802E8,2964.0,611834.59146284,noncommercial
2.5248721643481888E7,1545.0,151813.96201474383,noncommercial
1.7858447895000562E7,1869.0,128746.547939695,noncommercial
2.1833768780590028E7,1854.0,116597.48755867025,noncommercial
1.02961731091276E7,1641.0,98279.18283533334,noncommercial
2.289035086938914E7,2338.0,157374.27871402627,noncommercial
4.581752615000472E7,2211.0,211637.93344905254,noncommercial
2443586.457268899,1489.0,46103.03559616652,noncommercial
2826595.874844483,1596.0,44228.642470608946,noncommercial
3064499.183305595,1488.0,64040.188218653464,noncommercial
4194150.899388561,1734.0,83911.20107298391,noncommercial
771428.8909568776,1917.0,26902.302505503958,noncommercial
1329489.4321537078,1850.0,29627.734996089148,noncommercial
2647432.504077366,1537.0,54186.4753106267,noncommercial
3145481.9586914293,1668.0,54569.828182692705,noncommercial
2895623.793409582,1791.0,54308.11759356091,noncommercial
3351139.3302684603,1558.0,57052.29693492661,noncommercial
2520685.885726536,1882.0,53381.838045023025,noncommercial
2805848.766951649,1931.0,68520.61038263096,noncommercial
2306041.7641367363,1789.0,49585.90269273325,noncommercial
3700554.26089458,1557.0,65597.0659845969,noncommercial
1.4946551983119037E7,1621.0,155876.80593655532,noncommercial
3223187.2785066664,1382.0,71128.32171367857,noncommercial
1.4252255047676542E8,2410.0,304780.71631351387,noncommercial
2.2909752093481755E8,2218.0,365305.31516111526,noncommercial
5.978783147338725E7,1063.0,181916.46001073896,noncommercial
4.7827714126792264E8,3295.0,547322.094274352,noncommercial
146551.83889998385,1336.0,11462.443654776791,noncommercial
261047.7680203878,840.0,16217.688324286539,noncommercial
4.6414014154199444E7,2266.0,177586.31112642807,noncommercial
2251918.2552940645,1537.0,41033.82966052591,noncommercial
2830109.3937086947,761.0,64638.735884446556,noncommercial
9.123986222738694E7,1192.0,266702.7429622121,noncommercial
8.680671274198355E7,1792.0,235387.04264238256,noncommercial
1.7343228526168612E8,1962.0,303571.2014469696,noncommercial
6.306686222778859E7,1366.0,177298.2707836526,noncommercial
2.87060384086625E8,2718.0,377882.9573725592,noncommercial
1.5566928839117546E7,2029.0,146553.92799078944,noncommercial
1.9304995163237947E8,2376.0,307957.7226132312,noncommercial
1.8043713590687618E8,1722.0,264926.55153923214,noncommercial
631773.1877567685,888.0,32691.018086405296,noncommercial
1450658.4387075803,1193.0,27145.84294992167,noncommercial
1.1713220775503261E8,1056.0,281012.6660523145,noncommercial
126015.82993311586,1149.0,11673.981293327579,noncommercial
1.5306141025804803E7,1432.0,153099.3812950813,noncommercial
6.600806506527459E7,1432.0,151527.89896033696,noncommercial
1.2549928653248672E8,1999.0,333656.7685969282,noncommercial
2.0383132191873947E8,2275.0,390767.074747926,noncommercial
2.0703727818205854E8,2738.0,365781.2223245295,noncommercial
4.400362245474618E7,1914.0,193902.34267399737,noncommercial
8305133.140734073,1725.0,117869.11247170268,noncommercial
1.0076292519900933E8,1123.0,266602.0039335902,noncommercial
2030138.8339178115,1230.0,36522.248613460266,noncommercial
4094486.037697876,1795.0,55119.88705752256,noncommercial
3810725.4028352313,1826.0,45656.29700396315,noncommercial
1382746.8092987584,1765.0,32986.70133099477,noncommercial
4538492.073184107,1528.0,66072.0144420585,noncommercial
655602.558114856,1649.0,9246.789250551514,noncommercial
463553.6181459026,1958.0,11900.478181725486,noncommercial
2.7868550546245143E7,2483.0,129861.4281595538,noncommercial
1.87685229581785E7,2453.0,117898.17473614459,noncommercial
1.7638558183562953E7,1891.0,105759.68179103284,noncommercial
29429.133913704336,925.0,4940.871856115963,noncommercial
31969.569896929508,956.0,5310.91417970596,noncommercial
75838.0245008412,1289.0,10334.801194321411,noncommercial
5529639.047546144,1502.0,69374.37300988147,noncommercial
8221540.211357168,1572.0,79688.00319037458,noncommercial
2.8285870907806147E7,1782.0,141462.20054170312,noncommercial
2.6513622148723353E7,2066.0,161296.16805001788,noncommercial
0.0,0.0,0.0,noncommercial
1.358219003783935E7,1947.0,154391.58377371498,noncommercial
3535592.5526227527,1957.0,57960.333791617566,noncommercial
1.4146682863248711E7,1583.0,103017.00123105673,noncommercial
1.700183874953746E7,2573.0,95978.7605331701,noncommercial
5011015.160027554,1789.0,74267.4574033588,noncommercial
1136675.3792561395,1959.0,39483.59146866654,noncommercial
5839146.382628234,2332.0,89584.81425847145,noncommercial
1.8530076418828785E7,1501.0,134319.79565113742,noncommercial
5425402.5629393365,1581.0,80550.05226112854,noncommercial
1.0582212563372087E7,2010.0,136900.39712013848,noncommercial
681186.7373679845,1764.0,8987.578699182406,noncommercial
6821546.619483783,1174.0,81077.7490822403,noncommercial
4866492.821587097,1048.0,70599.83509866906,noncommercial
3.457731704666684E7,1814.0,173931.6176280259,noncommercial
3.56932888289332E7,1306.0,229640.9086725409,noncommercial
3.747685309430913E7,1764.0,154715.31212815573,noncommercial
5.9570538691427395E7,1754.0,195099.8653542379,noncommercial
6.344280147917545E7,2101.0,294526.3246308816,noncommercial
5.9847361576203294E7,1901.0,224789.2363378864,noncommercial
7.579675428952654E7,2121.0,260260.17998071917,noncommercial
3.827931645131577E7,1752.0,170395.77962754853,noncommercial
587809.285693827,1874.0,15926.147321372986,noncommercial
3.72990422927602E7,1973.0,190132.13572517596,noncommercial
3.554267123519641E7,1963.0,179628.42832506294,noncommercial
1.708509462010568E7,1909.0,155897.79912488456,noncommercial
6.947944570158489E7,1880.0,260650.35963755022,noncommercial
1.0339477201977761E7,1969.0,85517.37544012858,noncommercial
9.249800155985479E7,2051.0,275415.53755801497,noncommercial
2.1414533406899843E7,1555.0,150301.45399248868,noncommercial
3.4554000610815674E7,984.0,208937.29561522257,noncommercial
7.952972850615108E7,1320.0,277672.5727440885,noncommercial
3.097897565608861E7,984.0,163485.48300278405,noncommercial
421072.24881501356,2245.0,16309.424116539622,noncommercial
477844.75988268584,2144.0,17167.342805379627,noncommercial
496278.50948193873,2183.0,18689.354838648138,noncommercial
340782.79050762084,2136.0,14669.181624188093,noncommercial
1.0638492222688656E7,2545.0,88303.20648460879,noncommercial
